total_clips,engagement_rate_pct,download_rate_pct,share_rate_pct,premium_engagement_rate_pct,free_engagement_rate_pct,avg_duration_all,avg_duration_engaged,avg_duration_not_engaged,peak_hour_engaged,weekly_rows,downloads_growth_last4_vs_prev4,shares_growth_last4_vs_prev4
552031,2.8,2.34,0.54,3.05,2.67,56.54,54.38,56.6,5,29,112.5,18.25
